time,ax,ay,az,gx,gy,gz
1595879405,-0.9902,0.0518,0.0911,-0.2439,0.0000,-0.1220
1595879405,-0.9968,0.0517,0.0901,-0.2439,-0.0610,-0.1220
1595879405,-0.9963,0.0500,0.0941,-0.3049,-0.0610,-0.0610
1595879405,-0.9940,0.0485,0.0928,-0.2439,-0.0610,-0.0610
1595879405,-0.9952,0.0514,0.0918,-0.3049,0.0000,-0.0610
1595879405,-0.9955,0.0491,0.0912,-0.3049,0.0000,-0.1829
1595879405,-0.9954,0.0477,0.0905,-0.2439,-0.0610,-0.0610
1595879405,-0.9968,0.0492,0.0901,-0.1220,-0.0610,-0.1829
1595879405,-0.9976,0.0506,0.0919,-0.3049,-0.1220,-0.1220
1595879405,-0.9952,0.0508,0.0928,-0.3659,-0.0610,0.0000
1595879405,-0.9957,0.0496,0.0921,-0.3049,0.0000,-0.0610
1595879405,-0.9977,0.0516,0.0898,-0.2439,0.0000,-0.1220
1595879405,-0.9978,0.0504,0.0907,-0.3049,-0.0610,-0.0610
1595879405,-0.9957,0.0500,0.0908,-0.3659,0.0000,-0.1220
1595879405,-0.9942,0.0510,0.0923,-0.2439,-0.0610,-0.1220
1595879405,-0.9958,0.0494,0.0915,-0.2439,0.0000,-0.0610
1595879405,-0.9963,0.0485,0.0920,-0.3659,-0.0610,-0.0610
1595879405,-0.9956,0.0504,0.0914,-0.3049,-0.0610,-0.1829
1595879405,-0.9964,0.0490,0.0928,-0.3049,0.0000,-0.1220
1595879405,-0.9969,0.0500,0.0905,-0.3049,-0.0610,-0.0610
1595879405,-0.9960,0.0488,0.0920,-0.3659,-0.0610,-0.0610
1595879405,-0.9960,0.0497,0.0923,-0.3659,-0.0610,-0.1220
1595879405,-0.9978,0.0515,0.0914,-0.2439,-0.0610,-0.1220
1595879405,-0.9983,0.0507,0.0900,-0.2439,-0.0610,-0.0610
1595879405,-0.9949,0.0513,0.0916,-0.3049,-0.0610,-0.0610
1595879405,-0.9963,0.0501,0.0894,-0.2439,0.0610,-0.0610
1595879405,-0.9976,0.0507,0.0901,-0.3049,-0.0610,-0.1220
1595879405,-0.9953,0.0497,0.0923,-0.3049,-0.0610,-0.1220
