time,ax,ay,az,gx,gy,gz
1595877718,-0.0720,-0.9811,-0.0294,-0.2439,-0.0610,-0.0610
1595877718,-0.0708,-0.9918,-0.0277,-0.2439,-0.0610,-0.1220
1595877718,-0.0702,-0.9915,-0.0285,-0.3659,0.0000,-0.0610
1595877718,-0.0712,-0.9897,-0.0301,-0.3659,0.0000,-0.1220
1595877718,-0.0729,-0.9887,-0.0302,-0.3659,0.0000,-0.1220
1595877718,-0.0722,-0.9892,-0.0295,-0.2439,-0.1220,-0.0610
1595877718,-0.0724,-0.9899,-0.0294,-0.2439,-0.0610,-0.1220
1595877718,-0.0717,-0.9890,-0.0292,-0.1829,-0.0610,-0.0610
1595877718,-0.0722,-0.9893,-0.0283,-0.3049,0.0000,-0.0610
1595877718,-0.0707,-0.9906,-0.0281,-0.3049,0.0000,-0.0610
1595877718,-0.0707,-0.9897,-0.0295,-0.2439,0.0000,-0.0610
1595877718,-0.0702,-0.9901,-0.0280,-0.3049,0.0610,-0.0610
1595877718,-0.0715,-0.9907,-0.0296,-0.3659,-0.0610,0.0000
1595877718,-0.0716,-0.9901,-0.0308,-0.3049,-0.0610,-0.1220
1595877718,-0.0716,-0.9892,-0.0302,-0.2439,0.0000,-0.0610
1595877718,-0.0709,-0.9906,-0.0294,-0.2439,-0.0610,0.0000
1595877718,-0.0705,-0.9914,-0.0286,-0.3049,0.0000,-0.0610
1595877718,-0.0723,-0.9905,-0.0314,-0.3659,0.0610,-0.1220
1595877718,-0.0713,-0.9884,-0.0314,-0.2439,0.0000,-0.1220
1595877718,-0.0694,-0.9894,-0.0292,-0.3049,-0.0610,-0.1220
1595877718,-0.0688,-0.9897,-0.0277,-0.3049,0.0000,-0.0610
1595877718,-0.0714,-0.9893,-0.0305,-0.3049,0.0610,-0.0610
1595877718,-0.0703,-0.9882,-0.0297,-0.3659,0.0000,-0.0610
1595877718,-0.0730,-0.9901,-0.0290,-0.3049,0.0000,-0.0610
1595877718,-0.0722,-0.9910,-0.0306,-0.3049,-0.0610,-0.0610
1595877718,-0.0724,-0.9916,-0.0290,-0.2439,-0.0610,-0.0610
1595877718,-0.0713,-0.9901,-0.0262,-0.3049,0.0610,-0.0610
1595877718,-0.0707,-0.9903,-0.0294,-0.1829,0.0610,-0.1220
1595877718,-0.0718,-0.9899,-0.0301,-0.1829,-0.0610,-0.1220
1595877718,-0.0736,-0.9905,-0.0285,-0.3049,-0.0610,-0.1220
1595877718,-0.0718,-0.9889,-0.0278,-0.3659,-0.0610,-0.0610
1595877718,-0.0721,-0.9900,-0.0295,-0.2439,0.0000,-0.0610
1595877718,-0.0723,-0.9889,-0.0284,-0.2439,-0.0610,-0.0610
1595877718,-0.0717,-0.9897,-0.0284,-0.2439,0.0000,-0.1829
1595877718,-0.0718,-0.9888,-0.0285,-0.2439,-0.0610,-0.1220
1595877718,-0.0710,-0.9886,-0.0300,-0.3659,-0.0610,-0.1220
1595877718,-0.0715,-0.9885,-0.0298,-0.3049,-0.1220,0.0000
1595877718,-0.0713,-0.9877,-0.0291,-0.3049,-0.0610,-0.0610
1595877718,-0.0712,-0.9890,-0.0292,-0.3659,0.0000,-0.1220
1595877718,-0.0701,-0.9890,-0.0292,-0.2439,0.0000,-0.1220
1595877718,-0.0704,-0.9902,-0.0307,-0.2439,0.0000,-0.0610
1595877718,-0.0704,-0.9905,-0.0299,-0.2439,-0.0610,-0.1220
1595877718,-0.0717,-0.9898,-0.0275,-0.3049,0.0610,-0.1220
1595877718,-0.0705,-0.9888,-0.0280,-0.3049,0.0610,0.0000
1595877718,-0.0721,-0.9911,-0.0290,-0.1829,0.0000,-0.0610
1595877718,-0.0716,-0.9910,-0.0280,-0.1829,0.0000,-0.0610
1595877718,-0.0718,-0.9897,-0.0289,-0.3659,-0.0610,-0.0610
1595877718,-0.0715,-0.9912,-0.0284,-0.3049,-0.0610,0.0000
1595877718,-0.0718,-0.9910,-0.0291,-0.2439,0.0000,-0.0610
1595877718,-0.0714,-0.9899,-0.0298,-0.2439,0.0610,-0.0610
1595877718,-0.0714,-0.9901,-0.0290,-0.3049,0.0000,-0.0610
1595877718,-0.0709,-0.9896,-0.0284,-0.3049,-0.0610,-0.0610
1595877718,-0.0707,-0.9914,-0.0303,-0.2439,0.0000,-0.0610
1595877718,-0.0717,-0.9894,-0.0309,-0.1829,-0.0610,-0.0610
1595877718,-0.0698,-0.9893,-0.0296,-0.3049,-0.0610,0.0000
1595877719,-0.0697,-0.9904,-0.0292,-0.3049,0.0610,-0.0610
1595877719,-0.0717,-0.9900,-0.0273,-0.2439,0.0610,-0.1220
1595877719,-0.0726,-0.9918,-0.0293,-0.3049,-0.0610,-0.1220
1595877719,-0.0701,-0.9893,-0.0291,-0.3659,-0.0610,-0.1220
1595877719,-0.0702,-0.9901,-0.0298,-0.3049,0.0000,-0.1220
1595877719,-0.0721,-0.9897,-0.0292,-0.2439,0.0000,-0.1220
1595877719,-0.0728,-0.9890,-0.0297,-0.3049,-0.0610,-0.1220
1595877719,-0.0719,-0.9888,-0.0316,-0.2439,-0.0610,-0.0610
1595877719,-0.0717,-0.9910,-0.0274,-0.3049,-0.0610,-0.1220
1595877719,-0.0712,-0.9918,-0.0289,-0.2439,-0.0610,-0.1220
1595877719,-0.0716,-0.9897,-0.0300,-0.3049,-0.0610,-0.0610
1595877719,-0.0707,-0.9890,-0.0290,-0.3659,0.0000,-0.1220
1595877719,-0.0702,-0.9902,-0.0284,-0.2439,-0.0610,-0.1220
1595877719,-0.0703,-0.9903,-0.0292,-0.2439,-0.0610,-0.1220
1595877719,-0.0715,-0.9888,-0.0277,-0.2439,0.0000,-0.0610
1595877719,-0.0732,-0.9894,-0.0296,-0.2439,0.0000,-0.0610
1595877719,-0.0711,-0.9888,-0.0291,-0.2439,0.0000,-0.0610
1595877719,-0.0718,-0.9896,-0.0306,-0.2439,0.0000,0.0000
1595877719,-0.0717,-0.9899,-0.0278,-0.3049,-0.1829,-0.1220
1595877719,-0.0698,-0.9921,-0.0305,-0.3659,-0.0610,-0.1220
1595877719,-0.0705,-0.9910,-0.0294,-0.3049,0.0000,-0.1220
1595877719,-0.0729,-0.9892,-0.0286,-0.3049,0.0000,0.0000
1595877719,-0.0729,-0.9886,-0.0292,-0.3049,0.0610,-0.1220
1595877719,-0.0709,-0.9897,-0.0302,-0.3049,0.0000,-0.0610
1595877719,-0.0725,-0.9915,-0.0284,-0.2439,0.0610,-0.0610
1595877719,-0.0721,-0.9906,-0.0272,-0.3049,0.0000,-0.1220
1595877719,-0.0691,-0.9888,-0.0264,-0.2439,0.0000,-0.1220
1595877719,-0.0704,-0.9898,-0.0275,-0.3049,0.0000,-0.0610
1595877719,-0.0734,-0.9879,-0.0287,-0.2439,0.0000,-0.0610
1595877719,-0.0712,-0.9901,-0.0277,-0.3049,0.0000,0.0000
1595877719,-0.0715,-0.9896,-0.0284,-0.3049,-0.0610,-0.0610
1595877719,-0.0729,-0.9891,-0.0303,-0.3049,-0.0610,-0.0610
1595877719,-0.0710,-0.9899,-0.0295,-0.2439,-0.0610,-0.1220
1595877719,-0.0712,-0.9899,-0.0282,-0.2439,-0.0610,-0.0610
1595877719,-0.0708,-0.9901,-0.0289,-0.3049,0.0610,-0.0610
1595877719,-0.0710,-0.9907,-0.0276,-0.3659,0.0610,-0.1220
1595877719,-0.0711,-0.9890,-0.0282,-0.3659,0.0000,-0.0610
1595877719,-0.0705,-0.9890,-0.0283,-0.3659,-0.0610,-0.1220
1595877719,-0.0729,-0.9911,-0.0297,-0.3049,0.0610,-0.0610
1595877719,-0.0730,-0.9899,-0.0272,-0.3049,-0.0610,-0.0610
1595877719,-0.0729,-0.9906,-0.0286,-0.2439,-0.0610,-0.1220
