time,ax,ay,az,gx,gy,gz
1595878656,0.1729,-0.8944,0.3138,-0.6098,0.3049,0.0000
1595878656,0.1708,-0.9001,0.3159,-0.6098,0.2439,-0.1829
1595878656,0.1712,-0.8991,0.3122,-0.6098,0.4268,-0.3049
1595878656,0.1725,-0.8959,0.3145,-0.4268,0.2439,-0.2439
1595878656,0.1703,-0.8975,0.3156,-0.3659,0.2439,-0.0610
1595878656,0.1674,-0.8990,0.3154,-0.4878,0.5488,-0.3049
1595878656,0.1685,-0.8993,0.3160,-0.4268,0.5488,-0.1220
1595878656,0.1686,-0.8990,0.3152,-0.4878,0.3659,-0.1829
1595878656,0.1662,-0.8961,0.3144,-0.6707,0.4268,-0.2439
1595878656,0.1675,-0.8956,0.3120,-0.6707,0.5488,-0.1829
1595878656,0.1713,-0.9010,0.3105,-0.6707,0.3659,-0.0610
1595878656,0.1727,-0.9034,0.3134,-0.3659,0.3049,0.0000
1595878656,0.1676,-0.9039,0.3211,-0.3659,0.5488,0.1220
1595878656,0.1685,-0.9045,0.3218,-0.6098,0.9146,0.3049
1595878656,0.1703,-0.8979,0.3174,-0.6098,0.7317,0.1829
1595878656,0.1692,-0.8954,0.3156,-0.6098,0.4268,-0.0610
1595878656,0.1649,-0.8948,0.3127,-0.6707,0.4268,-0.1829
1595878656,0.1639,-0.8959,0.3107,-0.6098,0.4268,-0.3049
1595878656,0.1634,-0.8964,0.3119,-0.5488,0.2439,-0.3049
1595878656,0.1642,-0.8981,0.3110,-0.5488,0.1220,-0.3049
1595878656,0.1657,-0.9001,0.3115,-0.6098,0.1220,-0.1829
1595878656,0.1681,-0.8998,0.3148,-0.6098,0.1220,0.0000
1595878656,0.1702,-0.9019,0.3169,-0.7317,0.2439,0.1829
1595878656,0.1736,-0.9016,0.3173,-0.7927,0.1829,0.2439
1595878656,0.1727,-0.9003,0.3163,-0.7317,0.4878,0.1829
1595878656,0.1730,-0.9014,0.3162,-0.7317,0.6707,0.2439
1595878656,0.1737,-0.9008,0.3152,-0.5488,0.6098,0.1220
1595878657,0.1734,-0.9011,0.3151,-0.4268,0.2439,-0.1220
1595878657,0.1726,-0.9003,0.3146,-0.4268,0.0610,-0.2439
1595878657,0.1713,-0.8993,0.3152,-0.3049,-0.1220,-0.2439
1595878657,0.1718,-0.8974,0.3152,-0.1829,0.0000,-0.3659
1595878657,0.1692,-0.8978,0.3141,-0.2439,0.3049,-0.4878
1595878657,0.1681,-0.9011,0.3152,-0.3659,0.7317,-0.3659
1595878657,0.1659,-0.8995,0.3148,-0.3659,0.7927,-0.2439
1595878657,0.1638,-0.8978,0.3134,-0.3659,0.7317,-0.1829
1595878657,0.1633,-0.8981,0.3124,-0.4268,0.6098,-0.1829
1595878657,0.1643,-0.8992,0.3115,-0.5488,0.4268,-0.1220
1595878657,0.1653,-0.9004,0.3083,-0.5488,0.3049,-0.1829
1595878657,0.1659,-0.8991,0.3112,-0.5488,0.1220,-0.1829
1595878657,0.1671,-0.8986,0.3105,-0.6707,0.0610,-0.1829
1595878657,0.1705,-0.8972,0.3115,-0.7927,0.2439,-0.0610
1595878657,0.1702,-0.8979,0.3129,-0.9146,0.5488,0.0000
1595878657,0.1689,-0.8998,0.3127,-1.0976,0.9146,0.0610
1595878657,0.1688,-0.9027,0.3110,-1.3415,1.2195,0.0610
1595878657,0.1683,-0.9079,0.3136,-1.4024,1.2805,0.1220
1595878657,0.1688,-0.9153,0.3074,-1.2805,1.4024,0.3659
1595878657,0.1719,-0.9189,0.3002,-1.4024,1.2195,0.5488
1595878657,0.1714,-0.9127,0.3025,-1.4024,0.7317,0.5488
1595878657,0.1697,-0.9059,0.3013,-1.5244,0.5488,0.6098
1595878657,0.1728,-0.9034,0.3000,-1.7073,0.6098,0.6098
1595878657,0.1760,-0.8991,0.3021,-1.8293,0.4268,0.5488
1595878657,0.1759,-0.8992,0.3052,-2.0732,0.6098,0.3659
1595878657,0.1729,-0.8969,0.3062,-2.5000,1.3415,0.3049
1595878657,0.1700,-0.8965,0.3062,-2.8049,2.0732,0.1829
1595878657,0.1689,-0.8987,0.3067,-2.9268,2.4390,0.1220
1595878657,0.1655,-0.9000,0.3093,-3.1098,2.6220,0.1829
1595878657,0.1628,-0.8981,0.3105,-2.9878,2.6829,0.2439
1595878657,0.1619,-0.8978,0.3114,-2.8659,2.3171,0.3049
1595878657,0.1643,-0.9033,0.3139,-2.8659,1.8902,0.3659
1595878657,0.1553,-0.8991,0.3124,-2.7439,1.5244,0.4878
1595878657,0.1470,-0.8951,0.3091,-2.9878,1.0366,0.6707
1595878657,0.1440,-0.9037,0.3138,-3.5976,-0.1220,1.1585
1595878657,0.0933,-0.9197,0.3048,-3.4756,-1.5854,2.1341
1595878657,0.0159,-0.9106,0.2846,-4.3902,-3.1707,3.2317
1595878657,-0.0670,-0.8829,0.2672,-6.8902,-6.9512,4.8780
1595878657,-0.1546,-0.8561,0.2902,-11.3415,-15.5488,7.0122
1595878657,-0.2508,-0.8431,0.3171,-15.6098,-29.5732,11.4024
1595878657,-0.2680,-0.8589,0.3422,-19.3902,-50.4878,17.0122
1595878657,-0.2521,-0.8698,0.3829,-20.7317,-77.8049,23.5366
1595878657,-0.3019,-0.8827,0.4530,-21.2195,-104.9390,30.1220
1595878657,-0.3624,-0.8935,0.4735,-22.1341,-128.1098,37.6220
1595878657,-0.3423,-0.9272,0.4169,-20.7927,-152.2561,46.0976
1595878657,-0.2518,-0.9989,0.3898,-20.3659,-181.1585,53.3537
1595878657,-0.1740,-1.0242,0.4639,-18.2927,-208.1098,59.2683
1595878657,-0.1612,-1.0196,0.6093,-12.7439,-227.6220,65.1220
1595878657,-0.1252,-1.0152,0.7510,-8.4146,-240.6098,71.8902
1595878657,-0.0669,-1.0008,0.8601,-0.4878,-249.7561,76.2805
1595878657,-0.0221,-1.0081,0.9303,8.0488,-253.5366,77.1341
1595878657,0.0262,-1.0405,0.9683,13.2927,-250.7317,76.8293
1595878657,0.0818,-1.0693,1.0240,19.9390,-243.3537,73.7195
1595878657,0.1351,-1.1047,1.1099,29.2683,-235.1829,69.9390
1595878657,0.1983,-1.1682,1.1709,42.0122,-227.8049,67.7439
1595878657,0.2291,-1.2150,1.2025,57.1951,-219.9390,63.4756
1595878657,0.2303,-1.2379,1.1556,72.5610,-212.3781,59.8781
1595878657,0.2247,-1.2552,1.0649,84.2073,-209.2683,56.8902
1595878657,0.2175,-1.2627,0.9908,93.3537,-211.5854,51.8293
1595878657,0.2591,-1.2540,0.9444,104.3902,-220.0000,46.4024
1595878657,0.3542,-1.2648,0.8828,117.7439,-232.5000,41.6463
1595878657,0.4727,-1.2894,0.8277,128.9024,-246.1585,34.5122
1595878657,0.5430,-1.2960,0.7547,137.9878,-254.5122,25.4268
1595878657,0.5696,-1.3041,0.6304,144.8781,-257.1951,16.2805
1595878657,0.6034,-1.3100,0.5128,149.1463,-258.6585,4.5732
1595878657,0.6165,-1.2902,0.4554,152.6219,-259.5732,-8.6585
1595878657,0.5955,-1.2726,0.3653,155.3659,-257.7439,-21.5854
1595878657,0.5770,-1.2717,0.2471,155.4878,-254.8171,-37.0732
1595878657,0.6007,-1.2527,0.1801,154.1463,-255.3659,-53.4146
1595878657,0.6068,-1.2128,0.1116,151.4634,-258.4756,-68.1098
1595878657,0.6307,-1.1808,0.0212,145.3049,-265.9146,-84.2683
1595878657,0.6897,-1.1616,-0.0405,136.9512,-276.6464,-101.2805
1595878657,0.7000,-1.1101,-0.0828,127.6220,-281.6464,-116.5854
1595878657,0.6624,-1.0491,-0.1551,116.2195,-280.1219,-130.0610
1595878657,0.6679,-0.9963,-0.2120,103.9024,-280.5488,-142.4390
1595878657,0.7232,-0.9528,-0.2321,91.2805,-281.3415,-154.1463
1595878657,0.7846,-0.8975,-0.2535,78.2317,-276.7683,-162.9268
1595878657,0.7678,-0.8885,-0.1985,64.6951,-261.7683,-169.0854
1595878657,0.7109,-0.8753,-0.1785,50.2439,-244.5122,-174.0854
1595878657,0.6489,-0.8666,-0.2267,39.1463,-226.5244,-175.5488
1595878658,0.6159,-0.8301,-0.2880,30.1829,-208.1098,-176.7683
1595878658,0.5936,-0.7874,-0.3565,22.0732,-188.7805,-175.0000
1595878658,0.6540,-0.7776,-0.4258,10.4878,-173.7805,-172.3171
1595878658,0.6880,-0.7465,-0.4490,-0.1220,-159.0854,-170.7317
1595878658,0.6620,-0.7025,-0.4333,-10.9756,-144.8171,-167.9268
1595878658,0.6443,-0.6790,-0.4128,-22.6829,-136.0366,-165.0610
1595878658,0.6593,-0.6700,-0.4123,-34.6951,-132.1951,-163.2927
1595878658,0.6738,-0.6581,-0.4460,-47.3781,-131.7073,-162.1342
1595878658,0.6962,-0.6635,-0.5195,-60.7317,-131.7073,-160.6707
1595878658,0.7122,-0.6703,-0.6153,-72.5610,-126.4634,-159.0854
1595878658,0.7153,-0.6334,-0.6354,-80.4268,-112.9268,-156.1585
1595878658,0.7021,-0.5967,-0.5906,-85.5488,-94.2683,-150.1219
1595878658,0.6936,-0.5850,-0.5393,-90.6098,-75.6098,-143.4756
1595878658,0.7117,-0.5776,-0.5167,-95.8537,-61.1585,-137.5000
1595878658,0.7352,-0.5728,-0.5265,-101.4634,-53.9024,-131.8293
1595878658,0.7418,-0.5682,-0.5677,-108.5976,-52.4390,-126.0366
1595878658,0.7118,-0.5507,-0.6080,-116.5244,-52.8659,-120.1829
1595878658,0.6869,-0.5323,-0.6404,-125.0000,-51.3415,-113.1098
1595878658,0.7033,-0.5427,-0.6505,-133.9634,-50.0000,-103.9024
1595878658,0.7346,-0.5645,-0.6540,-142.8659,-47.2561,-93.5976
1595878658,0.7479,-0.5767,-0.6747,-150.1219,-39.2073,-82.8049
1595878658,0.7433,-0.5945,-0.7043,-156.0366,-28.3537,-72.8049
1595878658,0.8237,-0.6178,-0.7279,-170.2439,-17.5610,-58.0488
1595878658,0.8632,-0.6349,-0.7108,-177.6829,-15.0000,-52.6220
1595878658,0.8764,-0.6595,-0.6702,-185.4878,-7.8049,-47.7439
1595878658,0.8453,-0.6781,-0.6071,-192.7439,6.5244,-42.3171
1595878658,0.8221,-0.6972,-0.5594,-199.0244,23.1707,-38.5976
1595878658,0.8611,-0.7124,-0.5404,-203.9634,34.8171,-37.1951
