time,ax,ay,az,gx,gy,gz
1595878848,-0.5193,0.8600,0.1575,-0.3049,0.0610,-0.1829
1595878848,-0.5233,0.8681,0.1592,-0.2439,0.0610,-0.1829
1595878848,-0.5215,0.8661,0.1592,-0.3049,-0.0610,-0.1220
1595878848,-0.5192,0.8683,0.1583,-0.3049,-0.0610,0.0610
1595878848,-0.5198,0.8660,0.1572,-0.1829,0.0610,0.0610
1595878848,-0.5214,0.8659,0.1591,-0.2439,0.0000,0.0610
1595878848,-0.5204,0.8675,0.1571,-0.2439,0.0000,-0.0610
1595878848,-0.5215,0.8660,0.1593,-0.3659,0.0610,-0.1220
1595878848,-0.5219,0.8660,0.1605,-0.2439,0.0610,-0.1829
1595878848,-0.5223,0.8640,0.1597,-0.3049,0.0000,-0.1829
1595878848,-0.5217,0.8661,0.1575,-0.3659,0.0000,-0.1220
1595878848,-0.5217,0.8661,0.1581,-0.1829,0.0000,-0.0610
1595878848,-0.5223,0.8663,0.1589,-0.2439,-0.0610,-0.0610
1595878848,-0.5220,0.8681,0.1575,-0.1829,0.0000,-0.0610
1595878848,-0.5224,0.8653,0.1587,-0.1829,0.0610,-0.1220
1595878848,-0.5215,0.8666,0.1569,-0.1829,0.0000,-0.1220
1595878848,-0.5219,0.8648,0.1583,-0.1220,0.0000,-0.0610
1595878848,-0.5209,0.8656,0.1595,-0.3049,0.0000,-0.0610
1595878848,-0.5214,0.8684,0.1570,-0.3659,0.0000,0.0000
1595878848,-0.5209,0.8658,0.1583,-0.2439,-0.0610,-0.1829
1595878848,-0.5200,0.8658,0.1580,-0.2439,0.0000,-0.1829
1595878848,-0.5211,0.8658,0.1593,-0.2439,-0.0610,-0.1829
1595878848,-0.5213,0.8661,0.1597,-0.2439,-0.0610,-0.1220
1595878848,-0.5217,0.8663,0.1584,-0.1829,0.0610,-0.0610
1595878848,-0.5226,0.8668,0.1576,-0.2439,-0.0610,0.0610
1595878848,-0.5208,0.8669,0.1582,-0.2439,-0.0610,0.0610
1595878848,-0.5211,0.8668,0.1586,-0.2439,0.0000,0.0000
1595878848,-0.5202,0.8647,0.1588,-0.2439,-0.0610,-0.1220
1595878848,-0.5209,0.8665,0.1580,-0.2439,-0.0610,-0.3049
1595878848,-0.5231,0.8666,0.1606,-0.3049,0.0610,-0.3049
1595878848,-0.5217,0.8667,0.1606,-0.3049,0.0000,-0.1829
1595878848,-0.5214,0.8677,0.1590,-0.1829,0.0000,0.0000
1595878848,-0.5233,0.8669,0.1567,-0.1829,0.0000,0.1220
1595878848,-0.5200,0.8687,0.1597,-0.2439,-0.0610,0.0610
1595878848,-0.5207,0.8680,0.1609,-0.2439,-0.0610,-0.1220
1595878848,-0.5212,0.8661,0.1581,-0.3049,0.0610,-0.1829
1595878848,-0.5208,0.8656,0.1572,-0.3049,-0.0610,-0.1829
1595878848,-0.5220,0.8658,0.1583,-0.2439,0.0000,-0.2439
1595878848,-0.5217,0.8653,0.1575,-0.3659,0.0000,-0.1220
1595878848,-0.5224,0.8666,0.1586,-0.2439,0.0000,0.0000
1595878848,-0.5211,0.8665,0.1584,-0.2439,-0.0610,0.0000
1595878848,-0.5224,0.8681,0.1580,-0.3049,-0.1220,0.0000
1595878848,-0.5210,0.8665,0.1579,-0.3049,-0.1220,-0.0610
